idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
1	MIR171_2	RF00692	7180000117807	-	-	cm	1	112	20763	20874	+	no	1	0.46	0	95.2	1.20E-21	!	^	-	-	-	-	-	-	microRNA MIR171_2
2	MIR171_2	RF00692	7180000117807	-	-	cm	1	112	20875	20764	-	no	1	0.46	0	52.3	5.10E-09	!	^	-	-	-	-	-	-	microRNA MIR171_2
3	MIR6297	RF03816	7180000117807	-	-	cm	1	107	29580	29675	+	no	1	0.2	12.3	38.5	0.0021	!	*	-	-	-	-	-	-	MIR6297 microRNA precursor family
1	mir-5984	RF03796	7180000118367	-	-	cm	1	74	7912	7985	+	no	1	0.24	0.5	48.6	6.50E-08	!	*	-	-	-	-	-	-	mir-5984 microRNA precursor family
2	mir-5984	RF03796	7180000118367	-	-	cm	1	74	7985	7912	-	no	1	0.24	0.5	44.1	1.10E-06	!	*	-	-	-	-	-	-	mir-5984 microRNA precursor family
1	tRNA	RF00005	7180000106434	-	-	cm	1	71	39096	39168	+	no	1	0.6	0	64.1	3.10E-11	!	^	-	-	-	-	-	-	tRNA
2	tRNA	RF00005	7180000106434	-	-	cm	1	71	36997	37069	+	no	1	0.59	0	60	4.50E-10	!	^	-	-	-	-	-	-	tRNA
3	tRNA	RF00005	7180000106434	-	-	cm	1	71	66965	66892	-	no	1	0.55	0	58.5	1.10E-09	!	*	-	-	-	-	-	-	tRNA
4	tmRNA	RF00023	7180000106434	-	-	cm	1	354	36997	37072	+	no	1	0.58	0	28.1	0.0014	!	=	2	0.961	1	""""	""""	""""	transfer-messenger RNA
5	tmRNA	RF00023	7180000106434	-	-	cm	1	354	39096	39171	+	no	1	0.58	0	25.5	0.0086	!	=	1	0.961	1	""""	""""	""""	transfer-messenger RNA
1	snoR71	RF00097	7180000114463	-	-	cm	1	107	7827	7933	+	no	1	0.36	0	45.9	1.30E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-81	RF00728	7180000107841	-	-	cm	1	102	149354	149269	-	no	1	0.36	0	33.1	0.0029	!	*	-	-	-	-	-	-	microRNA mir-81
1	tRNA	RF00005	7180000115904	-	-	cm	1	71	877	948	+	no	1	0.43	0	68	2.10E-13	!	*	-	-	-	-	-	-	tRNA
2	tRNA	RF00005	7180000115904	-	-	cm	1	71	22534	22461	-	no	1	0.64	0	61.3	1.60E-11	!	*	-	-	-	-	-	-	tRNA
3	tRNA	RF00005	7180000115904	-	-	cm	1	71	19778	19847	+	no	1	0.61	0	57	2.50E-10	!	*	-	-	-	-	-	-	tRNA
4	tRNA	RF00005	7180000115904	-	-	cm	1	71	23261	23189	-	no	1	0.59	0	55.1	8.90E-10	!	*	-	-	-	-	-	-	tRNA
5	Intron_gpII	RF00029	7180000115904	-	-	cm	1	93	3129	3042	-	no	1	0.36	0	58.9	1.50E-09	!	*	-	-	-	-	-	-	Group II catalytic intron
6	tRNA	RF00005	7180000115904	-	-	cm	1	71	23129	23046	-	no	1	0.55	0	53	3.30E-09	!	^	-	-	-	-	-	-	tRNA
7	Intron_gpII	RF00029	7180000115904	-	-	cm	1	93	14150	14075	-	no	1	0.46	0	49.6	3.00E-07	!	*	-	-	-	-	-	-	Group II catalytic intron
1	mir-556	RF00969	7180000106217	-	-	cm	7	82	5585	5658	+	no	1	0.16	10.7	41	0.00054	!	*	-	-	-	-	-	-	microRNA mir-556
1	MIR9563	RF03940	7180000116776	-	-	cm	1	125	130	264	+	no	1	0.33	0.1	76.2	2.60E-16	!	^	-	-	-	-	-	-	MIR9563 microRNA precursor family
2	MIR5649	RF03802	7180000116776	-	-	cm	1	101	246	148	-	no	1	0.3	0.1	59.9	3.00E-12	!	^	-	-	-	-	-	-	MIR5649 microRNA precursor family
3	mir-996	RF00948	7180000116776	-	-	cm	1	97	144	249	+	no	1	0.33	0	51.4	3.70E-11	!	=	1	1	0.785	""""	""""	""""	microRNA mir-996
4	MIR398	RF00695	7180000116776	-	-	cm	1	109	241	153	-	no	1	0.31	0	32.5	1.40E-05	!	=	2	1	0.899	""""	""""	""""	microRNA MIR398
5	MIR398	RF00695	7180000116776	-	-	cm	1	109	153	241	+	no	1	0.31	0	31.5	2.80E-05	!	=	1	1	0.659	""""	""""	""""	microRNA MIR398
1	tRNA	RF00005	7180000120285	-	-	cm	1	71	139271	139200	-	no	1	0.53	0	67.5	1.80E-12	!	*	-	-	-	-	-	-	tRNA
2	tRNA	RF00005	7180000120285	-	-	cm	1	71	98284	98355	+	no	1	0.62	0	58.6	5.40E-10	!	*	-	-	-	-	-	-	tRNA
1	snoR71	RF00097	7180000106655	-	-	cm	1	107	85722	85828	+	no	1	0.49	0	44.6	1.30E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR169_2	RF00645	7180000108085	-	-	cm	1	134	56228	56096	-	no	1	0.42	0	70.7	1.60E-17	!	^	-	-	-	-	-	-	microRNA MIR169_2
2	MIR169_5	RF00865	7180000108085	-	-	cm	1	129	56090	56235	+	no	1	0.4	0	59.7	7.80E-09	!	^	-	-	-	-	-	-	microRNA MIR169_5
3	MIR169_2	RF00645	7180000108085	-	-	cm	1	134	56096	56230	+	no	1	0.42	0	38.5	1.90E-06	!	=	2	1	0.925	""""	""""	""""	microRNA MIR169_2
4	tRNA	RF00005	7180000108085	-	-	cm	1	71	68843	68919	+	no	1	0.43	0	40.4	9.60E-05	!	*	-	-	-	-	-	-	tRNA
5	MIR1122	RF00906	7180000108085	-	-	cm	1	135	115901	116048	+	no	1	0.23	17	40.4	0.00046	!	^	-	-	-	-	-	-	microRNA MIR1122
6	MIR1122	RF00906	7180000108085	-	-	cm	1	135	116050	115899	-	no	1	0.22	19.5	39.9	0.00065	!	^	-	-	-	-	-	-	microRNA MIR1122
1	MIR162_2	RF00742	7180000120275	-	-	cm	1	92	388272	388406	+	no	1	0.4	0	88.4	7.60E-17	!	*	-	-	-	-	-	-	microRNA MIR162_2
2	tRNA	RF00005	7180000120275	-	-	cm	1	71	423166	423237	+	no	1	0.6	0	69.8	1.50E-12	!	*	-	-	-	-	-	-	tRNA
3	MIR162_2	RF00742	7180000120275	-	-	cm	1	92	388407	388273	-	no	1	0.4	0	60.7	2.10E-09	!	*	-	-	-	-	-	-	microRNA MIR162_2
4	MIR403	RF00842	7180000120275	-	-	cm	1	115	308405	308290	-	no	1	0.28	2.2	36.9	0.0045	!	*	-	-	-	-	-	-	microRNA MIR403
1	MIR1888	RF03616	7180000117861	-	-	cm	1	101	94449	94539	+	no	1	0.34	0	40.5	0.00016	!	^	-	-	-	-	-	-	MIR1888 microRNA precursor family
1	mir-2064	RF03644	7180000116774	-	-	cm	1	70	213	165	-	no	1	0.55	0	26.9	0.00077	!	^	-	-	-	-	-	-	mir-2064 microRNA precursor family
1	MIR173	RF03457	7180000120681	-	-	cm	1	102	91147	91049	-	no	1	0.34	0	39.6	0.00023	!	*	-	-	-	-	-	-	MIR173 microRNA precursor family
1	tRNA	RF00005	7180000109698	-	-	cm	1	71	22127	22058	-	no	1	0.31	0	37.1	0.00034	!	*	-	-	-	-	-	-	tRNA
1	snoR71	RF00097	7180000106594	-	-	cm	1	107	72277	72172	-	no	1	0.4	0	37.9	0.00067	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	CDKN2B-AS_3	RF02045	7180000110162	-	-	hmm	33	130	664	769	+	-	6	0.25	3.2	20	0.0074	!	*	-	-	-	-	-	-	CDKN2B antisense RNA 1 convserved region 3
1	snoR71	RF00097	7180000107150	-	-	cm	1	107	78939	78834	-	no	1	0.33	0	44.8	1.80E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	Intron_gpII	RF00029	7180000109690	-	-	cm	1	93	24692	24546	-	no	1	0.3	2.7	35.3	0.0024	!	*	-	-	-	-	-	-	Group II catalytic intron
1	MIR827	RF03692	7180000115398	-	-	cm	1	125	209	329	+	no	1	0.28	2.1	33.4	0.00014	!	^	-	-	-	-	-	-	MIR827 microRNA precursor family
2	sno_ZL1	RF02723	7180000115398	-	-	cm	1	196	147	329	+	no	1	0.29	9.3	24	0.00077	!	=	1	0.661	1	""""	""""	""""	Small nucleolar RNA ZL1
1	mir-137	RF00694	7180000107379	-	-	cm	1	100	27899	27780	-	no	1	0.32	0.1	34.8	0.0011	!	^	-	-	-	-	-	-	microRNA mir-137
1	mir-156	RF00073	7180000118517	-	-	cm	1	88	276372	276452	+	no	1	0.4	0	46.3	1.20E-05	!	^	-	-	-	-	-	-	mir-156 microRNA precursor
2	MIR530	RF01005	7180000118517	-	-	cm	1	172	398354	398236	-	no	1	0.44	0	50	1.40E-05	!	*	-	-	-	-	-	-	microRNA MIR530
3	snoR71	RF00097	7180000118517	-	-	cm	1	107	161464	161358	-	no	1	0.49	0	46.9	1.60E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
4	MIR530	RF01005	7180000118517	-	-	cm	1	172	398234	398351	+	no	1	0.43	0	45.1	0.00021	!	*	-	-	-	-	-	-	microRNA MIR530
5	MIR535	RF00714	7180000118517	-	-	cm	1	102	276363	276463	+	no	1	0.41	0	35.6	0.0013	!	=	1	0.802	1	""""	""""	""""	microRNA MIR535
1	tRNA	RF00005	7180000109344	-	-	cm	1	71	30964	30880	-	no	1	0.6	0	48.6	2.00E-07	!	*	-	-	-	-	-	-	tRNA
1	mir-4536	RF03747	7180000107919	-	-	cm	1	88	49571	49660	+	no	1	0.2	9.7	37.5	0.0037	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
1	SSU_rRNA_bacteria	RF00177	7180000111365	-	-	cm	929	1367	40356	40529	+	no	1	0.39	0	36.2	7.10E-07	!	*	-	-	-	-	-	-	Bacterial small subunit ribosomal RNA
1	snoR71	RF00097	7180000108564	-	-	cm	1	107	111277	111171	-	no	1	0.36	0	45.6	8.60E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
2	MIR6288	RF03664	7180000108564	-	-	cm	1	92	13003	13094	+	no	1	0.28	0.5	36.1	0.0028	!	*	-	-	-	-	-	-	MIR6288 microRNA precursor family
1	MIR7127	RF04049	7180000118713	-	-	cm	1	132	23631	23509	-	no	1	0.32	0.8	35.8	0.0024	!	*	-	-	-	-	-	-	MIR7127 microRNA precursor family
1	snoR71	RF00097	7180000119821	-	-	cm	1	107	7837	7730	-	no	1	0.35	0	41.6	3.40E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
2	snoR71	RF00097	7180000119821	-	-	cm	1	107	33214	33108	-	no	1	0.49	0	39.1	0.00015	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR2599	RF03839	7180000115236	-	-	cm	1	132	4665	4442	-	no	1	0.33	4.3	39.2	0.00014	!	^	-	-	-	-	-	-	MIR2599 microRNA precursor family
1	MIR9563	RF03940	7180000116010	-	-	cm	1	125	151	247	+	no	1	0.26	4.7	36.5	8.60E-06	!	^	-	-	-	-	-	-	MIR9563 microRNA precursor family
2	mir-259	RF00850	7180000116010	-	-	cm	1	103	245	150	-	no	1	0.26	4.6	24.8	0.0027	!	^	-	-	-	-	-	-	microRNA mir-259
1	mir-172	RF00452	7180000117730	-	-	cm	1	119	2339	2513	+	no	1	0.38	0	80.9	2.90E-16	!	*	-	-	-	-	-	-	mir-172 microRNA precursor family
2	mir-172	RF00452	7180000117730	-	-	cm	1	119	2513	2339	-	no	1	0.38	0	69	5.70E-13	!	*	-	-	-	-	-	-	mir-172 microRNA precursor family
1	mir-19	RF00245	7180000117767	-	-	cm	1	76	110777	110696	-	no	1	0.39	0	39.4	0.0011	!	*	-	-	-	-	-	-	mir-19 microRNA precursor family
1	twister-P1	RF03160	7180000118672	-	-	cm	1	67	43866	43931	+	no	1	0.61	0	62.4	1.50E-11	!	*	-	-	-	-	-	-	type-P1 twister ribozyme
2	twister-P1	RF03160	7180000118672	-	-	cm	1	67	12802	12867	+	no	1	0.61	0	62.1	1.80E-11	!	*	-	-	-	-	-	-	type-P1 twister ribozyme
3	twister-P1	RF03160	7180000118672	-	-	cm	1	67	29368	29433	+	no	1	0.62	0	61.7	2.30E-11	!	*	-	-	-	-	-	-	type-P1 twister ribozyme
4	snoR71	RF00097	7180000118672	-	-	cm	1	107	94693	94587	-	no	1	0.37	0	62.4	6.10E-10	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
5	snoR71	RF00097	7180000118672	-	-	cm	1	107	67459	67353	-	no	1	0.49	0	40.8	0.00027	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
6	RNase_MRP	RF00030	7180000118672	-	-	cm	1	266	198257	198387	+	no	1	0.31	0.3	30.5	0.0004	!	*	-	-	-	-	-	-	RNase MRP
1	tRNA	RF00005	7180000106239	-	-	cm	1	71	165450	165521	+	no	1	0.53	0	70.6	6.10E-13	!	*	-	-	-	-	-	-	tRNA
1	MIR169_2	RF00645	7180000119571	-	-	cm	1	134	33311	33458	+	no	1	0.39	0	67.8	5.70E-17	!	*	-	-	-	-	-	-	microRNA MIR169_2
2	MIR169_2	RF00645	7180000119571	-	-	cm	1	134	33456	33309	-	no	1	0.39	0	50.5	5.30E-11	!	^	-	-	-	-	-	-	microRNA MIR169_2
3	MIR2118	RF01911	7180000119571	-	-	cm	1	170	24545	24374	-	no	1	0.37	0	47.9	3.60E-06	!	*	-	-	-	-	-	-	microRNA MIR2118
4	MIR2118	RF01911	7180000119571	-	-	cm	1	170	24378	24543	+	no	1	0.37	0	47	6.00E-06	!	*	-	-	-	-	-	-	microRNA MIR2118
1	mir-651	RF00972	7180000109778	-	-	cm	1	97	40870	40966	+	no	1	0.33	0	60.1	3.10E-10	!	^	-	-	-	-	-	-	microRNA mir-651
2	mir-556	RF00969	7180000109778	-	-	cm	1	95	43124	43210	+	no	1	0.41	0	54.6	3.70E-07	!	^	-	-	-	-	-	-	microRNA mir-556
3	MIR1511	RF03728	7180000109778	-	-	cm	1	85	43125	43202	+	no	1	0.41	0	42.7	3.70E-05	!	=	2	1	0.897	""""	""""	""""	MIR1511 microRNA precursor family
4	mir-268	RF00834	7180000109778	-	-	cm	1	95	43108	43218	+	no	1	0.4	0	37.4	0.00047	!	=	2	0.784	1	""""	""""	""""	microRNA mir-268
5	mir-268	RF00834	7180000109778	-	-	cm	1	95	43219	43109	-	no	1	0.4	0	37.4	0.00047	!	^	-	-	-	-	-	-	microRNA mir-268
6	mir-172	RF00452	7180000109778	-	-	cm	1	119	43014	43313	+	no	1	0.37	0.3	30.7	0.0065	!	=	2	0.29	1	""""	""""	""""	mir-172 microRNA precursor family
7	mir-172	RF00452	7180000109778	-	-	cm	1	119	43313	43014	-	no	1	0.37	0.3	30.7	0.0068	!	=	5	0.37	1	""""	""""	""""	mir-172 microRNA precursor family
1	mir-592	RF00877	7180000108533	-	-	cm	1	88	2650	2583	-	no	1	0.59	0	28.6	0.0093	!	*	-	-	-	-	-	-	microRNA mir-592
1	tRNA	RF00005	7180000118768	-	-	cm	1	71	170751	170679	-	no	1	0.64	0	65.5	9.60E-12	!	*	-	-	-	-	-	-	tRNA
1	mir-166	RF00075	7180000106489	-	-	cm	1	126	189839	189746	-	no	1	0.52	0	83.5	1.40E-18	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
2	mir-166	RF00075	7180000106489	-	-	cm	1	126	189746	189839	+	no	1	0.52	0	53.8	1.00E-09	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
1	tRNA	RF00005	7180000118555	-	-	cm	1	71	335838	335767	-	no	1	0.64	0	56.7	6.40E-09	!	*	-	-	-	-	-	-	tRNA
1	mir-2831	RF03879	7180000118955	-	-	cm	1	75	22989	22921	-	no	1	0.43	0	35	0.0018	!	^	-	-	-	-	-	-	mir-2831 microRNA precursor family
1	mir-246	RF00819	7180000118797	-	-	cm	1	110	158642	158534	-	no	1	0.31	0.1	45.7	5.20E-07	!	^	-	-	-	-	-	-	microRNA mir-246
2	mir-246	RF00819	7180000118797	-	-	cm	1	110	158537	158645	+	no	1	0.31	0.1	44.3	1.40E-06	!	^	-	-	-	-	-	-	microRNA mir-246
3	mir-3145	RF03498	7180000118797	-	-	cm	1	84	158632	158547	-	no	1	0.3	0	47.5	3.10E-06	!	=	1	1	0.789	""""	""""	""""	mir-3145 microRNA precursor family
4	mir-3145	RF03498	7180000118797	-	-	cm	1	84	158547	158632	+	no	1	0.3	0	46.8	4.90E-06	!	=	2	1	0.789	""""	""""	""""	mir-3145 microRNA precursor family
5	mir-785	RF02244	7180000118797	-	-	cm	1	95	158543	158636	+	no	1	0.32	0	42.2	2.50E-05	!	=	2	1	0.862	""""	""""	""""	microRNA mir-785
6	mir-785	RF02244	7180000118797	-	-	cm	1	95	158636	158543	-	no	1	0.32	0	39.8	0.00013	!	=	1	1	0.862	""""	""""	""""	microRNA mir-785
1	mir-598	RF01059	7180000108493	-	-	cm	1	97	37446	37541	+	no	1	0.2	19.7	43.1	0.0003	!	*	-	-	-	-	-	-	microRNA mir-598
1	MIR6445	RF03933	7180000107977	-	-	cm	1	117	27769	27878	+	no	1	0.28	0.9	50.7	8.90E-08	!	*	-	-	-	-	-	-	MIR6445 microRNA precursor family
2	MIR6445	RF03933	7180000107977	-	-	cm	1	117	27878	27769	-	no	1	0.28	0.9	49.9	1.40E-07	!	*	-	-	-	-	-	-	MIR6445 microRNA precursor family
1	snoR71	RF00097	7180000117768	-	-	cm	1	107	9402	9296	-	no	1	0.29	0.5	42.9	5.70E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
2	snoR71	RF00097	7180000117768	-	-	cm	1	107	118337	118443	+	no	1	0.5	0	40.5	0.00025	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR71	RF00097	7180000119253	-	-	cm	1	107	2023	2121	+	no	1	0.46	0	45.5	6.30E-07	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR64	RF00267	7180000118785	-	-	cm	1	94	7762	7669	-	no	1	0.31	0	100.9	1.30E-20	!	^	-	-	-	-	-	-	Small nucleolar RNA R64/Z200 family
2	snoZ199	RF00200	7180000118785	-	-	cm	1	84	8210	8129	-	no	1	0.3	0	80.7	2.90E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA Z199
3	U54	RF00206	7180000118785	-	-	cm	1	81	7908	7814	-	no	1	0.35	0	49.1	1.20E-05	!	*	-	-	-	-	-	-	Small nucleolar RNA U54
4	mir-1426	RF03490	7180000118785	-	-	cm	1	89	171311	171221	-	no	1	0.33	0	41.7	0.0002	!	*	-	-	-	-	-	-	mir-1426 microRNA precursor family
5	SNORD18	RF00093	7180000118785	-	-	cm	1	73	8041	7957	-	no	1	0.38	0	41	0.0012	!	^	-	-	-	-	-	-	Small nucleolar RNA SNORD18
6	snoU18	RF01159	7180000118785	-	-	hmm	3	46	8037	7989	-	-	6	0.37	0	27	0.0026	!	=	5	1	0.576	""""	""""	""""	Small nucleolar RNA U18
7	MIR1122	RF00906	7180000118785	-	-	cm	1	135	77045	77180	+	no	1	0.24	11.4	35.2	0.0085	!	^	-	-	-	-	-	-	microRNA MIR1122
8	MIR1122	RF00906	7180000118785	-	-	cm	1	135	77180	77045	-	no	1	0.24	11.4	35.1	0.0092	!	*	-	-	-	-	-	-	microRNA MIR1122
1	5S_rRNA	RF00001	7180000120291	-	-	cm	1	119	92636	92518	-	no	1	0.3	0.4	41.8	0.00013	!	*	-	-	-	-	-	-	-
1	MIR4245	RF03621	7180000106632	-	-	cm	1	128	2831	2743	-	no	1	0.33	0	47	8.40E-05	!	^	-	-	-	-	-	-	MIR4245 microRNA precursor family
2	mir-81	RF00728	7180000106632	-	-	cm	1	102	12051	12131	+	no	1	0.31	0	32.3	0.0062	!	*	-	-	-	-	-	-	microRNA mir-81
1	MIR821	RF00885	7180000117608	-	-	cm	36	240	60	249	+	no	2	0.27	14.7	99.6	1.20E-21	!	^	-	-	-	-	-	-	microRNA MIR821
2	MIR5649	RF03802	7180000117608	-	-	cm	1	101	207	102	-	no	1	0.29	0.3	61	1.70E-12	!	^	-	-	-	-	-	-	MIR5649 microRNA precursor family
3	MIR5649	RF03802	7180000117608	-	-	cm	1	101	102	207	+	no	1	0.29	0.3	60.8	2.10E-12	!	=	1	1	0.558	""""	""""	""""	MIR5649 microRNA precursor family
4	mir-2188	RF03255	7180000117608	-	-	cm	1	78	121	188	+	no	1	0.25	0.2	45.7	1.70E-08	!	=	1	1	0.358	""""	""""	""""	mir-2188 microRNA precursor family
5	mir-2542	RF03275	7180000117608	-	-	cm	1	85	113	196	+	no	1	0.25	1.1	39.8	4.40E-07	!	=	1	1	0.442	""""	""""	""""	mir-2542 microRNA precursor family
6	mir-2542	RF03275	7180000117608	-	-	cm	1	85	196	113	-	no	1	0.25	1.1	37.8	1.70E-06	!	=	2	1	0.792	""""	""""	""""	mir-2542 microRNA precursor family
7	mir-153	RF00650	7180000117608	-	-	cm	1	86	205	104	-	no	1	0.28	0.4	34.1	2.50E-05	!	=	2	1	0.962	""""	""""	""""	microRNA mir-153
8	mir-153	RF00650	7180000117608	-	-	cm	1	86	104	205	+	no	1	0.28	0.4	33.9	2.80E-05	!	=	1	1	0.537	""""	""""	""""	microRNA mir-153
9	mir-4536	RF03747	7180000117608	-	-	cm	1	88	280	340	+	no	1	0.2	2	36.7	3.40E-05	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
10	mir-4536	RF03747	7180000117608	-	-	cm	1	88	340	280	-	no	1	0.2	2	36.1	4.80E-05	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
11	mir-6095	RF03986	7180000117608	-	-	cm	1	83	181	128	-	no	1	0.28	0	28.9	0.0023	!	=	2	1	0.509	""""	""""	""""	mir-6095 microRNA precursor family
1	snoR71	RF00097	7180000120289	-	-	cm	1	107	82170	82276	+	no	1	0.3	0.7	43.5	2.30E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR71	RF00097	7180000107728	-	-	cm	1	107	71195	71090	-	no	1	0.34	0	39.7	0.00025	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-232	RF00856	7180000109534	-	-	cm	1	98	31315	31183	-	no	1	0.32	0.1	40.9	1.90E-05	!	^	-	-	-	-	-	-	microRNA mir-232
2	MIR167_1	RF00640	7180000109534	-	-	cm	1	130	31298	31200	-	no	1	0.3	0.1	38.7	3.20E-05	!	=	1	1	0.744	""""	""""	""""	microRNA MIR167_1
3	MIR774	RF03714	7180000109534	-	-	cm	1	98	31292	31205	-	no	1	0.31	0	43.8	4.60E-05	!	=	1	1	0.662	""""	""""	""""	MIR774 microRNA precursor family
4	MIR167_1	RF00640	7180000109534	-	-	cm	1	130	31199	31297	+	no	1	0.3	0.1	35.3	0.00034	!	^	-	-	-	-	-	-	microRNA MIR167_1
5	mir-544	RF01045	7180000109534	-	-	cm	1	91	31260	31158	-	no	1	0.26	2.2	37.4	0.0011	!	=	1	0.757	0.586	""""	""""	""""	microRNA mir-544
6	mir-787	RF00896	7180000109534	-	-	cm	1	92	31204	31296	+	no	1	0.3	0.1	36.5	0.0014	!	=	4	1	0.939	""""	""""	""""	microRNA mir-787
1	tRNA	RF00005	7180000118093	-	-	cm	1	71	72367	72286	-	no	1	0.61	0	63.6	1.40E-11	!	^	-	-	-	-	-	-	tRNA
2	tRNA-Sec	RF01852	7180000118093	-	-	cm	1	91	72368	72286	-	no	1	0.61	0	43.6	2.60E-05	!	=	1	0.988	1	""""	""""	""""	Selenocysteine transfer RNA
1	snoR71	RF00097	7180000109274	-	-	cm	1	107	10443	10548	+	no	1	0.49	0	38.2	0.00027	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR6024	RF03598	7180000118907	-	-	cm	1	99	11152	11029	-	no	1	0.32	0.3	39.9	2.40E-05	!	*	-	-	-	-	-	-	MIR6024 microRNA precursor family
1	mir-172	RF00452	7180000111434	-	-	cm	1	119	56789	56610	-	no	1	0.36	0.1	78.2	8.00E-16	!	^	-	-	-	-	-	-	mir-172 microRNA precursor family
2	mir-172	RF00452	7180000111434	-	-	cm	1	119	56610	56789	+	no	1	0.36	0.1	69.2	2.50E-13	!	*	-	-	-	-	-	-	mir-172 microRNA precursor family
1	mir-5886	RF03277	7180000110670	-	-	cm	1	89	51623	51536	-	no	1	0.25	1.4	42	3.20E-05	!	^	-	-	-	-	-	-	mir-5886 microRNA precursor family
2	mir-iab-4	RF00725	7180000110670	-	-	cm	1	71	51614	51545	-	no	1	0.23	1	34.3	0.0012	!	=	1	1	0.795	""""	""""	""""	mir-iab-4 microRNA precursor family
3	mir-iab-4	RF00725	7180000110670	-	-	cm	1	71	51545	51614	+	no	1	0.23	1	33.5	0.0019	!	*	-	-	-	-	-	-	mir-iab-4 microRNA precursor family
1	Plant_SRP	RF01855	7180000107954	-	-	cm	1	305	59722	59419	-	no	1	0.54	0	210	8.30E-59	!	^	-	-	-	-	-	-	Plant signal recognition particle RNA
2	Metazoa_SRP	RF00017	7180000107954	-	-	cm	1	301	59722	59418	-	no	1	0.53	0	73.3	7.50E-16	!	=	1	0.997	1	""""	""""	""""	Metazoan signal recognition particle RNA
3	Protozoa_SRP	RF01856	7180000107954	-	-	cm	1	241	59706	59442	-	no	1	0.54	0	80.5	4.00E-14	!	=	1	1	0.872	""""	""""	""""	Protozoan signal recognition particle RNA
1	mir-7131	RF03716	7180000107772	-	-	cm	1	84	102352	102448	+	no	1	0.21	10	43.3	1.20E-05	!	*	-	-	-	-	-	-	mir-7131 microRNA precursor family
2	mir-7131	RF03716	7180000107772	-	-	cm	1	84	102440	102356	-	no	1	0.24	2.9	37	0.00069	!	^	-	-	-	-	-	-	mir-7131 microRNA precursor family
3	mir-785	RF02244	7180000107772	-	-	cm	1	95	15303	15216	-	no	1	0.35	0	33	0.0074	!	^	-	-	-	-	-	-	microRNA mir-785
1	snoR16	RF00296	7180000106125	-	-	cm	1	86	116190	116109	-	no	1	0.4	0	85.4	9.80E-14	!	^	-	-	-	-	-	-	Small nucleolar RNA R16
2	Intron_gpII	RF00029	7180000106125	-	-	cm	1	93	146057	146131	+	no	1	0.43	0	41.8	0.00019	!	*	-	-	-	-	-	-	Group II catalytic intron
3	tRNA	RF00005	7180000106125	-	-	cm	1	71	108569	108493	-	no	1	0.57	0	36.8	0.00088	!	*	-	-	-	-	-	-	tRNA
1	snoR71	RF00097	7180000112061	-	-	cm	1	107	19897	20002	+	no	1	0.37	0	50.8	9.00E-08	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR71	RF00097	7180000120948	-	-	cm	1	107	108	10	-	no	1	0.45	0	37	0.0013	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	mir-395	RF00451	7180000106727	-	-	cm	1	108	1008	922	-	no	1	0.49	0	68.4	1.30E-12	!	*	-	-	-	-	-	-	mir-395 microRNA precursor family
2	tRNA	RF00005	7180000106727	-	-	cm	1	71	61374	61292	-	no	1	0.53	0	59.4	2.50E-10	!	*	-	-	-	-	-	-	tRNA
3	mir-395	RF00451	7180000106727	-	-	cm	1	108	922	1008	+	no	1	0.49	0	46.6	1.30E-06	!	*	-	-	-	-	-	-	mir-395 microRNA precursor family
1	MIR4245	RF03621	7180000112186	-	-	cm	1	128	27273	27347	+	no	1	0.27	0.1	44.2	5.50E-05	!	*	-	-	-	-	-	-	MIR4245 microRNA precursor family
1	rox2	RF01666	7180000119398	-	-	cm	1	71	64182	64249	+	no	1	0.24	1.4	38.3	0.0036	!	^	-	-	-	-	-	-	Drosophila rox2 ncRNA
